"unigram","bigram","freq"
"sick","af",16
"simon","kabuki",16
"site","fear",16
"situations","can",16
"size","smaller",16
"skililla","rogers",16
"sleep","buy",16
"slumber","respite",16
"small","man",16
"small","town",16
"small","yardage",16
"smaller","kona",16
"smell","funny",16
"smother","sleep",16
"solids","challenge",16
"solids","little",16
"solids","school",16
"somebody","else",16
"someone","u",16
"something","together",16
"spain","moda",16
"spanish","speaking",16
"speaking","hacker",16
"specials","might",16
"spirit","day",16
"spirit","innocent",16
"spirit","treasures",16
"spirit","woodland",16
"sponsor","c",16
"spurs","roster",16
"squeaky","sandals",16
"start","crap",16
"starts","week",16
"stash","small",16
"still","get",16
"stolen","us",16
"stop","trying",16
"strain","moda",16
"studio","pb",16
"studio","quilting",16
"stuff","like",16
"subject","matter",16
"success","measured",16
"sunday","morning",16
"swap","round",16
"take","hold",16
"talking","bacon",16
"taza","dena",16
"tells","us",16
"templates","great",16
"terrain","kate",16
"texas","qb",16
"textiles","kensington",16
"thanks","shoutout",16
"things","measured",16
"think","disengage",16
"think","thats",16
"think","will",16
"tidbits","piece",16
"time","time",16
"time","w",16
"toast","mom",16
"today","thanks",16
"together","booksicals",16
"together","smother",16
"told","asparagus",16
"tomorrow","night",16
"tonal","kaleidoscope",16
"tournaments","later",16
"treasures","simon",16
"treasures","tidbits",16
"true","start",16
"trying","change",16
"tweet","message",16
"twitter","account",16
"twitter","dab",16
"twitter","specials",16
"u","quit",16
"u","think",16
"united","states",16
"ur","dream",16
"us","names",16
"v","juice",16
"various","wonderful",16
"ve","brought",16
"vegas","right",16
"veronique","learning",16
"vs","odonnellppl",16
"w","veronique",16
"waiting","invite",16
"want","p",16
"want","us",16
"water","gives",16
"weather","makes",16
"week","cash",16
"week","check",16
"weeks","ago",16
"well","done",16
"wen","im",16
"whistles","even",16
"wholesale","prices",16
"wise","man",16
"wonderful","orange",16
"wonders","wise",16
"woodland","friends",16
"work","changing",16
"work","done",16
"work","together",16
"world","changes",16
"writers","block",16
"writing","bios",16
"yardage","approximately",16
"yeah","fizzy",16
"year","get",16
"young","michael",16
"zippy","jenn",16
"absolutely","awful",15
"access","fantasy",15
"acrl","conference",15
"add","experience",15
"add","jay",15
"adhd","shit",15
"ah","ilovemyliife",15
"alanis","morissette",15
"albert","einstein",15
"almost","inseparable",15
"already","star",15
"alshon","jeffery",15
"also","sets",15
"always","hold",15
"always","remembered",15
"always","say",15
"always","top",15
"amazing","smile",15
"american","life",15
"anniversary","assasination",15
"another","part",15
"anybody","knows",15
"appropriate","footwear",15
"april","nd",15
"ar","family",15
"arista","j",15
"assasination","will",15
"assistant","director",15
"attendees","access",15
"author","shadowed",15
"awesome","bro",15
"babe","xx",15
"back","just",15
"back","nowadays",15
"back","really",15
"back","texas",15
"bad","enough",15
"bad","fans",15
"ballmer","peak",15
"barstow","location",15
"barstow","rather",15
"beach","frequent",15
"bears","alshon",15
"becks","mouth",15
"becuz","obviously",15
"believe","goes",15
"best","kind",15
"best","one",15
"better","though",15
"beyond","hopes",15
"bieber","hilary",15
"blessed","day",15
"blessed","met",15
"bloody","night",15
"body","obscene",15
"boys","typically",15
"brb","crying",15
"bring","daughter",15
"bro","love",15
"burtons","dark",15
"buzz","tonight",15
"call","back",15
"call","fans",15
"cam","add",15
"came","across",15
"camera","frys",15
"can","can",15
"can","quite",15
"can","tell",15
"carry","torch",15
"cast","members",15
"cause","now",15
"centralfl","beach",15
"change","rd",15
"chaos","starts",15
"chapter","life",15
"chris","rock",15
"coelho","novels",15
"collaboration","innovation",15
"columbus","oh",15
"come","visit",15
"comin","tomorrow",15
"concession","stand",15
"conference","us",15
"congrats","th",15
"consumers","leads",15
"controversial","indeed",15
"cool","brb",15
"coryell","soon",15
"crazy","foghat",15
"create","wordpress",15
"credibility","carry",15
"crime","liked",15
"curious","exception",15
"currently","using",15
"dare","challenge",15
"daughter","today",15
"day","everyone",15
"day","reading",15
"day","tomorrow",15
"dead","sure",15
"dearest","friends",15
"definitely","big",15
"delivery","seats",15
"demand","something",15
"details","metaphors",15
"disneyland","kids",15
"dollar","baby",15
"dont","expect",15
"drivers","talk",15
"dudes","knox",15
"dumb","stuff",15
"ears","popping",15
"ebay","fees",15
"ebay","thats",15
"edited","get",15
"english","major",15
"enjoyed","years",15
"espn","wifi",15
"everything","else",15
"everything","looks",15
"evidence","doubts",15
"excellent","job",15
"exception","tell",15
"excited","finally",15
"experience","important",15
"experience","watch",15
"extra","innings",15
"face","cam",15
"family","pleased",15
"fan","political",15
"fans","demand",15
"fans","iconiacz",15
"fantasy","football",15
"fav","place",15
"favorite","foodtruck",15
"feel","well",15
"film","festival",15
"finally","graduate",15
"find","beyond",15
"finished","gig",15
"finna","text",15
"fixing","now",15
"flights","reasonable",15
"flip","phone",15
"foghat","fan",15
"follower","go",15
"follower","yes",15
"followers","within",15
"following","since",15
"foodtruck","food",15
"football","league",15
"found","sony",15
"frequent","summer",15
"fresh","air",15
"friday","make",15
"friday","today",15
"fried","tofu",15
"friends","concerned",15
"friends","partner",15
"frys","selling",15
"fugger","gets",15
"fun","morning",15
"funny","dumb",15
"generator","create",15
"get","email",15
"get","savvy",15
"get","yer",15
"gets","good",15
"gig","alanis",15
"girls","hearts",15
"give","sharpened",15
"glad","single",15
"glenn","becks",15
"go","k",15
"goes","credibility",15
"goes","senators",15
"good","seats",15
"goodnight","justin",15
"got","bigger",15
"got","us",15
"graduate","start",15
"graduation","way",15
"great","nonprofit",15
"great","weekend",15
"guitar","player",15
"guys","cool",15
"half","dozen",15
"hammer","everything",15
"happening","sters",15
"heading","back",15
"heading","barstow",15
"heading","quiet",15
"healthy","day",15
"heart","will",15
"hearts","one",15
"hell","just",15
"hester","red",15
"highway","robbery",15
"hilary","swank",15
"hm","curious",15
"hold","special",15
"home","drunk",15
"hope","mother",15
"hours","listening",15
"hub","let",15
"iconiacz","u",15
"im","gonna",15
"imagine","espn",15
"important","people",15
"increase","profits",15
"inhale","paulo",15
"innings","sacrificing",15
"innovation","led",15
"inseparable","quickly",15
"interior","design",15
"interviews","week",15
"issue","video",15
"j","jive",15
"jay","cutler",15
"jeffery","already",15
"jesus","resurrected",15
"jive","details",15
"job","spoil",15
"job","stepping",15
"julian","coryell",15
"jus","look",15
"just","finished",15
"just","found",15
"just","go",15
"just","sit",15
"just","sustained",15
"just","taco",15
"justin","great",15
"k","followers",15
"kind","comin",15
"kind","funny",15
"know","actually",15
"know","know",15
"know","love",15
"know","wants",15
"knox","hester",15
"lack","work",15
"last","acrl",15
"last","weekend",15
"leads","word",15
"league","concession",15
"leaving","ttun",15
"led","consumers",15
"let","attendees",15
"letting","us",15
"life","live",15
"life","often",15
"like","go",15
"like","nail",15
"like","time",15
"like","trivia",15
"liked","call",15
"line","nd",15
"list","best",15
"listen","sunday",15
"listening","teamster",15
"live","last",15
"location","scout",15
"lol","adhd",15
"lol","cause",15
"long","shot",15
"look","back",15
"look","u",15
"lookalike","number",15
"looks","way",15
"lost","love",15
"love","check",15
"low","key",15
"mad","real",15
"made","day",15
"major","excited",15
"make","along",15
"make","healthy",15
"make","official",15
"malcolm","x",15
"man","hammer",15
"management","team",15
"many","battles",15
"mark","twain",15
"marshall","quick",15
"matter","experience",15
"may","think",15
"meet","friends",15
"member","management",15
"met","line",15
"metaphors","mornings",15
"mike","patton",15
"moment","life",15
"month","since",15
"months","whenwillitend",15
"morissette","needless",15
"morning","heading",15
"mornings","ramp",15
"mother","fugger",15
"mouth","another",15
"mouth","increase",15
"ms","natasha",15
"much","evidence",15
"much","larger",15
"much","love",15
"nail","mark",15
"natasha","ramjohn",15
"nd","year",15
"needs","get",15
"needs","well",15
"negus","malcolm",15
"never","heard",15
"new","chapter",15
"new","girl",15
"newest","member",15
"news","wp",15
"nex","camera",15
"nice","pick",15
"night","shakedown",15
"noticed","ah",15
"now","assistant",15
"now","job",15
"now","noticed",15
"now","thanks",15
"now","time",15
"now","wait",15
"nowadays","get",15
"number","just",15
"obviously","rising",15
"official","like",15
"often","say",15
"often","will",15
"oh","leaving",15
"old","ass",15
"omfg","following",15
"one","centralfl",15
"one","dearest",15
"one","side",15
"one","song",15
"ow","ears",15
"palate","ecstasy",15
"part","body",15
"partner","crime",15
"patton","lookalike",15
"paulo","coelho",15
"peak","hours",15
"people","likely",15
"people","meet",15
"pepper","taste",15
"performance","absolutely",15
"pi","day",15
"pick","bears",15
"picture","special",15
"pink","promo",15
"place","heart",15
"place","know",15
"plan","extra",15
"play","bit",15
"player","fixing",15
"playmakers","hahahaha",15
"pleased","welcome",15
"pm","get",15
"political","twitter",15
"popping","metro",15
"post","edited",15
"prep","day",15
"preparing","rootintootin",15
"present","win",15
"probably","just",15
"profit","ebay",15
"project","management",15
"promo","sports",15
"question","really",15
"quick","dudes",15
"quick","question",15
"quiet","work",15
"raffle","release",15
"ramjohn","now",15
"rather","disneyland",15
"rd","string",15
"reading","will",15
"real","finna",15
"real","soon",15
"really","care",15
"really","hoping",15
"really","mean",15
"really","much",15
"really","well",15
"receive","email",15
"red","zone",15
"regardless","still",15
"release","party",15
"remembered","negus",15
"rip","steve",15
"rises","new",15
"rising","star",15
"rochester","rock",15
"rock","columbus",15
"rock","two",15
"room","playmakers",15
"rootintootin","weekend",15
"rt","like",15
"rt","starting",15
"run","time",15
"sacrificing","present",15
"savvy","stemware",15
"say","excited",15
"say","just",15
"say","matter",15
"scene","million",15
"scout","barstow",15
"see","talk",15
"selling","ebay",15
"sets","arista",15
"shadowed","summer",15
"shakedown","buzz",15
"shared","last",15
"sharpened","palate",15
"shit","mad",15
"shot","believe",15
"shoutout","today",15
"sick","human",15
"since","moved",15
"single","lol",15
"skype","author",15
"something","change",15
"song","time",15
"sony","nex",15
"soon","finished",15
"south","africas",15
"souvenir","university",15
"special","place",15
"special","souvenir",15
"spent","couple",15
"spent","day",15
"spoil","anyone",15
"sports","hub",15
"stand","delivery",15
"star","marshall",15
"star","stealing",15
"start","new",15
"starting","fav",15
"starts","might",15
"stealing","girls",15
"stemware","ladies",15
"step","plate",15
"stepping","clutch",15
"sters","shared",15
"still","weirdly",15
"string","talent",15
"studying","english",15
"stuff","boys",15
"summer","wednesday",15
"sun","also",15
"sun","rises",15
"sunday","pm",15
"sustained","ballmer",15
"swank","scene",15
"sweet","face",15
"take","friday",15
"talent","highway",15
"talk","lack",15
"talk","often",15
"team","ms",15
"teamster","truck",15
"tell","inhale",15
"th","anniversary",15
"th","follower",15
"th","quarter",15
"thanks","girl",15
"thanks","letting",15
"thanks","sweet",15
"thats","profit",15
"theme","generator",15
"themes","without",15
"thing","can",15
"think","can",15
"thought","controversial",15
"tickets","raffle",15
"tim","burtons",15
"time","chaos",15
"time","going",15
