"unigram","bigram","trigram","freq"
"watch","tonight","vote",10
"watched","rangers","highlights",10
"waterpark","going","love",10
"wavepool","waterpark","going",10
"way","achieve","athletic",10
"way","ass","understand",10
"way","measure","influence",10
"way","midnight","showing",10
"way","stinks","know",10
"way","sucks","fail",10
"way","want","us",10
"wear","targets","send",10
"wears","thousand","sandals",10
"weather","bluefield","west",10
"weather","delving","right",10
"weather","f","mostly",10
"week","hate","working",10
"week","nervous","get",10
"weekend","tomorrow","buy",10
"weekend","ultimate","ice",10
"weeks","reach","six",10
"weight","really","working",10
"weird","stories","half",10
"welcome","good","chat",10
"welcome","visiting","dancers",10
"well","just","hope",10
"well","know","promised",10
"well","laid","heart",10
"well","lots","interesting",10
"well","read","may",10
"werent","dramatically","reduced",10
"west","end","david",10
"west","point","holiday",10
"west","virginia","weather",10
"whatever","formally","fat",10
"whether","buy","charlie",10
"whether","sickness","bankruptcy",10
"white","collar","criminals",10
"whole","lot","better",10
"wichita","day","just",10
"wild","convoys","tyre",10
"will","blog","hop",10
"will","easy","win",10
"will","ever","come",10
"will","finish","director",10
"will","happy","iphone",10
"will","hide","users",10
"will","livetweeting","dolphins",10
"will","notice","jesus",10
"will","plsplsplsplsplsplsplsplsplspls","follow",10
"will","see","never",10
"will","still","classic",10
"will","time","moves",10
"will","want","read",10
"will","will","time",10
"william","mcravencomspecial","ops",10
"wilson","high","school",10
"win","might","fish",10
"win","sides","paradox",10
"window","play","guitar",10
"wine","think","adhere",10
"winning","mattered","surviving",10
"winston","av","northwood",10
"winter","like","october",10
"wish","one","lucky",10
"wish","someone","come",10
"within","race","bring",10
"within","ten","minutes",10
"without","cause","life",10
"woke","tired","gm",10
"woman","black","sara",10
"wonderful","day","make",10
"wonderful","time","saturday",10
"woodrow","wilson","high",10
"word","art","contest",10
"words","lent","book",10
"work","beat","breast",10
"work","hard","got",10
"work","small","business",10
"worked","thought","going",10
"working","animal","health",10
"working","first","band",10
"working","getting","back",10
"working","table","display",10
"works","two","jobs",10
"world","completely","defines",10
"world","just","hoping",10
"world","like","teams",10
"world","trade","center",10
"world","werent","dramatically",10
"worn","perfume","floral",10
"worsen","time","grades",10
"worst","spring","break",10
"wow","really","combo",10
"write","chimney","charcoal",10
"wwe","contract","expires",10
"yankees","catcher","gives",10
"yay","finished","project",10
"yay","thanks","lot",10
"year","mission","make",10
"year","seemed","worsen",10
"years","old","young",10
"yes","w","help",10
"yesterday","back","goal",10
"yet","please","vote",10
"yhu","played","tracks",10
"york","demi","comes",10
"young","died","barely",10
"younger","use","pretend",10
"youtube","renting","videos",10
"zone","showing","glimpse",10
"ability","become","empowered",9
"ability","showcase","beer",9
"ability","write","said",9
"able","bring","back",9
"able","see","perform",9
"able","talk","though",9
"abuse","citizens","act",9
"accept","responsibilities","life",9
"accepting","credit","card",9
"account","harrowing","sobering",9
"achieving","pb","wanted",9
"acknowledges","mitigation","significant",9
"acknowledges","possibility","economic",9
"acne","sulfur","also",9
"acquire","faith","behave",9
"across","photo","entitled",9
"act","citizens","will",9
"act","inclination","disruptiveness",9
"action","wartime","radio",9
"actual","therapist","kept",9
"actually","born","luciana",9
"actually","busy","old",9
"actually","just","tag",9
"add","parsley","salsa",9
"added","patterns","legs",9
"addition","treating","acne",9
"adele","bruno","mars",9
"admire","lowells","ability",9
"admit","believe","church",9
"admitted","days","little",9
"adored","robert","cal",9
"advanced","soa","suite",9
"afghanistan","far","takes",9
"afraid","put","children",9
"africa","commonly","called",9
"africa","facing","severe",9
"africas","minister","health",9
"aftershocks","continue","periodically",9
"age","along","linguisticcultural",9
"agent","nothing","brain",9
"agent","successfully","infiltrated",9
"agents","tiger","another",9
"agree","goes","say",9
"agreements","get","lawyer",9
"air","pump","just",9
"alan","fine","stan",9
"alfred","admitted","days",9
"alfred","described","harrowing",9
"alfred","described","written",9
"alfred","information","feedback",9
"alfred","neglect","conveying",9
"alfred","went","dark",9
"alfreds","pain","horror",9
"alike","phrase","sentence",9
"alive","positive","slightly",9
"almost","immediate","fuckington",9
"almost","know","perfect",9
"alone","just","like",9
"along","linguisticcultural","lines",9
"along","one","day",9
"alonso","jeremy","latcham",9
"already","card","chip",9
"already","cleaning","face",9
"also","ability","showcase",9
"also","birthday","month",9
"also","concerned","food",9
"also","developed","growing",9
"also","house","warming",9
"also","plan","make",9
"also","sansashay","scenes",9
"also","used","holding",9
"also","used","treatment",9
"also","wasnt","let",9
"although","lowell","later",9
"always","loved","grandma",9
"always","made","christmas",9
"amazing","happy","won",9
"amazing","session","richard",9
"amen","just","jeans",9
"america","mccarthy","era",9
"american","agent","successfully",9
"amount","display","human",9
"amount","mindfulness","meditation",9
"amount","tickets","always",9
"annual","exams","booster",9
"another","amazing","session",9
"another","american","agent",9
"another","bruise","shoulder",9
"ansari","wearing","mis",9
"antiintellectualism","america","mccarthy",9
"anxious","tomorrows","phobia",9
"anybody","else","think",9
"anyone","currently","using",9
"anyone","recommendations","tailgating",9
"anytime","fitness","get",9
"anytime","futon","know",9
"anywhere","isnt","just",9
"apparently","overhand","catch",9
"appeal","wider","market",9
"appeared","house","maniac",9
"appliances","quite","bit",9
"application","islam","many",9
"appointment","pick","readymade",9
"approaching","break","trees",9
"april","nd","show",9
"arbitrarily","listening","justin",9
"area","holding","needles",9
"armies","bodies","water",9
"armored","unit","moving",9
"army","lacks","crucial",9
"around","city","searching",9
"arrow","nail","bitch",9
"arrow","readying","bow",9
"article","participatory","medicine",9
"articles","malaysia","outdated",9
"artists","industry","proud",9
"ashton","compares","kids",9
"ashton","compares","murder",9
"ashtondemimother","girls","grandgirls",9
"ask","cause","tells",9
"ask","u","s",9
"ass","kegerator","univ",9
"ass","stay","making",9
"association","paramount","pictures",9
"athens","street","full",9
"ato","sb","vs",9
"att","amount","mindfulness",9
"attachment","parenting","mums",9
"attendant","much","humanitarian",9
"attending","nab","come",9
"attention","right","now",9
"attracting","female","beer",9
"audrey","hepburn","sleigh",9
"austin","soon","able",9
"authorisation","strategy","online",9
"avengers","presented","marvel",9
"award","best","record",9
"away","guess","one",9
"away","helped","us",9
"awesome","greg","standing",9
"awesome","pictures","ever",9
"awesome","vibe","like",9
"aziz","ansari","wearing",9
"baby","used","psyllium",9
"baby","will","like",9
"back","aftershocks","continue",9
"back","austin","soon",9
"back","first","love",9
"back","hour","lost",9
"back","im","back",9
"back","infighting","edl",9
"back","nothing","keep",9
"back","now","basketball",9
"back","smackdown","fist",9
"back","spain","visited",9
"bad","enough","add",9
"bad","spellers","untie",9
"bag","deposit","counter",9
"bagels","jalapenos","just",9
"bagels","traditions","everything",9
"bags","water","bring",9
"bags","water","find",9
"bahaha","sure","either",9
"baked","carrots","just",9
"bang","theory","leonard",9
"barbara","hogan","said",9
"barcelona","anyone","going",9
"barcelona","seville","cordoba",9
"bard","iran","israel",9
"barny","best","one",9
"baseball","apparently","overhand",9
"based","true","story",9
"basically","told","hard",9
"basically","untouched","afraid",9
"basis","shared","sense",9
"basketball","season","almost",9
"bath","know","going",9
"battle","bull","run",9
"battles","armies","bodies",9
"battles","fredericksburg","called",9
"bavaria","duty","find",9
"bc","appointment","pick",9
"bcuz","bestfrandd","love",9
"bdyyyyyy","east","coast",9
"bead","jigged","prince",9
"beanlegume","nutseed","grain",9
"beautiful","wanted","share",9
"become","disenchanted","potential",9
"become","empowered","journal",9
"become","serious","go",9
"beer","bottles","like",9
"beer","drinkers","market",9
"beer","stemmed","glassware",9
"beers","please","send",9
"belgiums","hoptober","fantastic",9
"belief","segregating","children",9
"believe","church","invited",9
"bemoan","called","golden",9
"besan","flour","vital",9
"besano","near","turin",9
"besides","achieving","pb",9
"best","brightest","maybe",9
"best","friendship","ever",9
"best","one","win",9
"best","record","year",9
"best","thing","sometimes",9
"best","thing","world",9
"bestfrandd","love","withh",9
"betrayed","feelings","dependable",9
"betrayed","trust","makes",9
"better","chinese","food",9
"betting","shoving","ato",9
"betty","like","days",9
"biblical","principles","leading",9
"bieber","idea","point",9
"big","bro","via",9
"big","salad","dinner",9
"big","things","come",9
"bigger","kegerator","constructed",9
"binder","can","use",9
"biographies","alfred","described",9
"birth","certificate","actually",9
"birthday","dr","seuss",9
"birthday","month","hubby",9
"bit","expensive","long",9
"bit","looks","way",9
"bitch","victory","feast",9
"bitter","taste","know",9
"black","school","briefly",9
"blame","motorcyclist","riding",9
"block","away","guess",9
"blog","team","members",9
"blogger","poll","two",9
"bloody","marys","cardio",9
"blowing","bubbles","just",9
"bodies","water","south",9
"body","every","stride",9
"body","felt","years",9
"book","move","purely",9
"book","must","say",9
"books","can","still",9
"bookshops","travel","time",9
"booster","shots","dental",9
"borders","switzerland","resort",9
"born","besano","near",9
"born","governmental","leaders",9
"born","luciana","borders",9
"bother","paying","attention",9
"bottles","like","heathens",9
